"SpeciesID","GenusID","Species","PsFurtherTaxa","SortOrder","SAuthor","N_D","NameDK","NameUK","SpEu","SpFO","SpGL","SpAZ","SBiolEuDK","SBiolEuUK","SBiolDkDK","SBiolDkUK","SBiolFoDK","SBiolFoUK","SBiolGlDK","SBiolGlUK","SBiolAzUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SHabFoDK","SHabFoUK","SHabGlDK","SHabGlUK","SHabAzUK","SMatEuDK","SMatEuUK","SMatDkDK","SMatDkUK","SMatFoDK","SMatFoUK","SMatGlDK","SMatGlUK","SMatAzUK","SOriginFO","SOriginAZ","Notes","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK","SDistriFoDK","SDistriFoUK","SDistriGlDK","SDistriGlUK","SDistriAzUK","P_Distribution","VH_Distribution","AD","AL","AUT","BA","BE","BG","BYR","CH","CY","CZ","DE","DK","EE","ES_BAL","ES_CNY","ES_SPA","FI","FO","FR_COR","FR","GB","GB_CI","GB_GI","GB_NI","GR_AEG","GR_CYC","GR_DOD","GR_GRC","GR_KRI","HR","HU","ICL","IE","IT_ITA","IT_SAR","IT_SI","LI","LT","LU","LV","MC","MD","MK","MT","NL","NO_NOR","NO_SVA","PL","PT_AZO","PT_MDR","PT_POR","PT_SEL","RO","RU_FJL","RU_KGD","RU_NOZ","RU_RUC","RU_RUE","RU_RUN","RU_RUS","RU_RUW","SE","SI","SK","SM","TR_TUE","UA","VA","YU"
"3971","522","walkeri","0","0","Blackwall, 1850","1","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Britain","Great Britain (Mainland)","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3972","602","krynickii","0","0","(Thorell, 1875)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ukraine","Ukraine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","",""
"3973","320","tenerifensis","0","0","Wunderlich, 1992","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3974","320","secundus","0","0","Wunderlich, 1987","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3975","320","enghoffi","0","0","Wunderlich, 1992","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3976","320","grancanariensis","0","0","Wunderlich, 1992","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3977","15","palliardii","0","0","(L. Koch, 1881)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Europe, Russia","Austria, Belgium, Czech Republic, Estonia, Finland, France (Mainland), Germany, Great Britain (Mainland), Latvia, Lithuania, Netherlands, Norway (Mainland), Poland, Portugal (Mainland), Romania, Russia (Eastern European), Russia (Northern European), Russia (NW. European), Slovakia, Spain (Mainland), Sweden, Switzerland, Ukraine","","","P","","P","","","P","","P","P","","P","","","P","P","","","P","P","","","","","","","","","","","","","","","","","P","","P","","","","","P","P","","P","","","P","","P","","","","","P","P","","P","P","","P","","","P","",""
"3978","15","occulta","0","0","Kritscher, 1996","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Malta","Malta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","",""
"3979","245","venetus","0","0","(Thorell, 1875)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Italy","Italy (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3980","245","provincialis","0","0","Denis, 1949","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3981","245","alpigena","0","0","(L. Koch, 1869)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","Austria, Bulgaria, Finland, France (Mainland), Italy (Mainland), Liechtenstein, Russia (Eastern European), Russia (Northern European), Sweden, Switzerland","","","P","","","P","","P","","","","","","","","","P","","","P","","","","","","","","","","","","","","P","","","P","","","","","","","","","","","","","","","","","","","","","P","P","","","P","","","","","","",""
"3982","380","haria","0","0","Platnick, Ovtsharenko & Murphy, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3983","380","atomaria","0","0","Dalmas, 1920","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3984","380","brunnea","0","0","Schmidt, 1980","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3985","380","canaricola","0","0","(Strand, 1911)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3986","380","convexa","0","0","(Simon, 1883) ","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3987","380","wunderlichi","0","0","Platnick, Ovtsharenko & Murphy, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3988","380","galletas","0","0","Platnick, Ovtsharenko & Murphy, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3989","380","teideensis","0","0","(Wunderlich, 1992)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3990","380","juangrandica","0","0","Platnick, Ovtsharenko & Murphy, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3991","380","medano","0","0","Platnick, Ovtsharenko & Murphy, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3992","380","paivai","0","0","(Blackwall, 1864)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Salvage Is.","Portugal (Selvagens Islands)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","",""
"3993","380","taganana","0","0","Platnick, Ovtsharenko & Murphy, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3994","380","costacalma","0","0","Platnick, Ovtsharenko & Murphy, 2001","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3995","3","retusus","0","0","(Simon, 1878)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland), Italy (Mainland), Portugal (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","",""
"3996","3","validus","0","0","(Lucas, 1846)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Southern Europe, Morocco, Algeria","France (Corsica), France (Mainland), Greece (Dodecanese Islands), Italy (Mainland), Italy (Sardinia), Italy (Sicily), Romania, Spain (Balearic Islands), Spain (Mainland)","","","","","","","","","","","","","","P","","P","","","P","P","","","","","","","P","","","","","","","P","P","P","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","",""
"3997","3","westringi","0","0","Simon, 1914","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3998","3","varius","0","0","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3999","3","mauckneri","0","0","Schmidt, 1956","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4000","3","blackwalli politus","0","0","(Simon, 1878)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4001","3","blackwalli isabellinus","0","0","(Simon, 1873)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Corsica, Italy, Croatia","Croatia, France (Corsica), Portugal (Mainland)","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","",""
"4002","3","aculeatus","0","0","Simon, 1914","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4003","3","brolemanni","0","0","Simon, 1914","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","France (Mainland)","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4004","3","cultior","0","0","Kulczynski, 1899","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Madeira","Portugal (Madeira), Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","",""
"4005","3","tubicola","0","0","Schmidt, 1990","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4006","3","hierro","0","0","Schmidt, 1977","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Canary Is","Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4007","3","mengei","0","0","(Simon, 1878)","1","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Germany","Germany","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4008","3","musculus","0","0","(Simon, 1878)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France, Madeira, Salvages","France (Mainland), Portugal (Madeira), Portugal (Mainland), Portugal (Selvagens Islands), Spain (Canary Islands)","","","","","","","","","","","","","","","P","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","P","P","","","","","","","","","","","","","","","","",""
"4009","3","fabrisae","0","0","Caporiacco, 1950","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Italy","Italy (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4010","2","pugnans","0","0","(Simon, 1880)","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Palearctic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4011","3","peninsularis","0","0","Roewer, 1928","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Greece, Crete, Israel","Greece (Crete), Greece (Mainland)","","","","","","","","","","","","","","","","","","","","","","","","","","","","P","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4012","3","nanus","0","0","Wunderlich, 1995","0","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Austria","Austria","","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
